Species,scientific_name,name,family
KCX,Lithodidae,"King crabs, stone crabs nei",Lithodidae
DJG,Diacanthurus rubricatus,,Paguridae
CZM,Paguridae,Right-handed hermit crabs nei,Paguridae
RZU,Sympagurus dimorphus,,Parapaguridae
NUQ,Anomura,Anomuran decapods nei,
KAG,Calappa gallus,Rough box crab,Calappidae
KAP,Calappa pelii,Spiny box crab,Calappidae
KAR,Calappa rubroguttata,Spotted box crab,Calappidae
KAT,Calappa angusta,Nodose box crab,Calappidae
KPF,Calappa flammea,Flame box crab,Calappidae
KPN,Calappa nitida,Ornamented boxcrab,Calappidae
KPO,Calappa ocellata,Ocellated box crab,Calappidae
KPS,Calappa sulcata,Yellow box crab,Calappidae
KPH,Calappa hepatica,Ridged box crab,Calappidae
KPV,Calappa convexa,Arched box crab,Calappidae
KPU,Calappa saussurei,Small arched box crab,Calappidae
KPL,Calappa lophos,Common box crab,Calappidae
KPK,Calappa calappa,Giant box crab,Calappidae
KPP,Calappa philargius,Spectacled box crab,Calappidae
KPG,Calappa granulata,Shamefaced crab,Calappidae
HGV,Hepatus gronovii,Globose box crab,Calappidae
HUY,Hepatus pudibundus,Flecked box crab,Calappidae
HFK,Hepatus kossmanni,Havana box crab,Calappidae
HFL,Hepatus lineatus,Spoted box crab,Calappidae
MQU,Matuta lunaris,Moon crab,Calappidae
MQP,Matuta planipes,Flower moon crab,Calappidae
MQV,Matuta victor,Common moon crab,Calappidae
YMG,Platymera gaudichaudii,Paco box crab,Calappidae
OLV,Paromola cuvieri,Paromola,Homolidae
JDC,Paromola japonica,Japan. deepwater carrier crab,Homolidae
OAT,Homola barbata,Homole crab,Homolidae
OOF,Ocypode africana,African ghost crab,Ocypodidae
OOK,Ocypode cursor,Tufted ghost crab,Ocypodidae
OYQ,Ocypode rotundata,Rounded ghost crab,Ocypodidae
ODK,Ocypode ceratophthalmus,Horned ghost crab,Ocypodidae
ODD,Ocypode cordimanus,Common ghost crab,Ocypodidae
QDE,Ocypode madagascariensis,,Ocypodidae
QDK,Ocypode ryderi,,Ocypodidae
QIX,Ocypode spp,,Ocypodidae
UCG,Uca tangeri,West african fiddler crab,Ocypodidae
UCC,Ucides cordatus,Swamp ghost crab,Ocypodidae
UCD,Ucides occidentalis,Mangrove ghost crab,Ocypodidae
MHQ,Macrophtalmus depressus,Mud crab,Ocypodidae
KDA,Cardisoma armatum,Lagoon land crab,Gecarcinidae
KDG,Cardisoma guanhumi,Giant land crab,Gecarcinidae
KDC,Cardisoma carnifex,Chestnut crab,Gecarcinidae
KDK,Cardisoma crassum,Mouthless land crab,Gecarcinidae
DIR,Cardisoma hirtipes,Blue land crab,Gecarcinidae
DJL,Cardisoma longipes,Longlegged land crab,Gecarcinidae
DJR,Cardisoma rotundum,Rugose land crab,Gecarcinidae
GKP,Gecarcinus planatus,Red Pacific land crab,Gecarcinidae
GKQ,Gecarcinus quadratus,Whitespotted land crab,Gecarcinidae
GKM,Gecarcinus malpilensis,Malpelo land crab,Gecarcinidae
GED,Gecarcoidea lalandii,Purple land crab,Gecarcinidae
DRH,Dromia erythropus,Redeye sponge crab,Dromiidae
DRO,Dromia dormia,Common sponge crab,Dromiidae
DME,Dromia personata,Sleepy crab,Dromiidae
LUW,Lauridromia indica,Cannonball sponge crab,Dromiidae
LDQ,Lauridromia dehaani,Japanese sponge crab,Dromiidae
RAQ,Ranina ranina,Spanner crab,Raninidae
EHK,Ethusa ciliatifrons,Giant ciliate Ethusa,Dorippidae
GAK,Galene bispinosa,Square-shelled crab,Pilumnidae
KKM,Cancer amphioetus,Japanese rock crab,Cancridae
KKN,Cancer antennarius,California red rock crab,Cancridae
CRK,Cancer irroratus,Atlantic rock crab,Cancridae
DUN,Cancer magister,Dungeness crab,Cancridae
KKJ,Cancer johngarthi,Northern lemon rock crab,Cancridae
CRE,Cancer pagurus,Edible crab,Cancridae
CRJ,Cancer borealis,Jonah crab,Cancridae
ROC,Cancer productus,Pacific rock crab,Cancridae
KCB,Cancer bellianus,Toothed rock crab,Cancridae
CWE,Cancer edwardsii,Mola rock crab,Cancridae
CAD,Cancridae,"Jonah crabs, rock crabs nei",Cancridae
NPJ,Panopeus africanus,African mud crab,Xanthidae
KPC,Carpilius corallinus,Batwing coral crab,Xanthidae
KPX,Carpilius convexus,Marbled stone crab,Xanthidae
KPM,Carpilius maculatus,Clown crab,Xanthidae
EIE,Etisus laevimanus,Smooth spooner,Xanthidae
ESX,Etisus splendidus,Splendid spooner,Xanthidae
EUX,Etisus utilis,Sawedged spooner,Xanthidae
EDU,Etisus dentatus,Spiny spooner,Xanthidae
OZV,Ozius verreauxii,Punched stone crab,Xanthidae
OZG,Ozius guttatus,Spottedbelly rock crab,Xanthidae
OZT,Ozius tuberculosus,Beaded rock crab,Xanthidae
EHH,Eriphia smithii,Orange-hand stone crab,Xanthidae
EQS,Eriphia sebana,Smooth redeyed crab,Xanthidae
EIK,Eriphia verrucosa,Warty crab,Xanthidae
TGX,Atergatopsis signatus,Giant egg crab,Xanthidae
HQA,Hypothalassia armata,Champagne crab,Xanthidae
MPW,Myomenippe hardwickii,Mangrove stone crab,Xanthidae
MMF,Myomenippe fornasinii,Smooth stone crab,Xanthidae
EXH,Epixanthus dentatus,Longfingered peeler crab,Xanthidae
HWP,Homalaspis plana,Giant stone crab,Xanthidae
STC,Menippe mercenaria,Black stone crab,Xanthidae
MIQ,Menippe nodifrons,Lumpy stone crab,Xanthidae
ENF,Menippe frontalis,Stridulating stone crab,Xanthidae
MHZ,Menippe rumphii,Maroon stone crab,Xanthidae
JLA,Xantho poressa,,Xanthidae
KNR,Cronius ruber,Red swimcrab,Portunidae
RSQ,Arenaeus cribrarius,Speckled swimcrab,Portunidae
REX,Arenaeus mexicanus,Sand swimcrab,Portunidae
KHN,Charybdis natator,Ridged swimming crab,Portunidae
KHF,Charybdis feriatus,Crucifix crab,Portunidae
YBJ,Charybdis japonica,Japanese swimming crab,Portunidae
YBF,Charybdis affinis,Smoothshelled swimming crab,Portunidae
YBN,Charybdis anisodon,Twospined arm swimming crab,Portunidae
YBU,Charybdis annulata,Banded-legged swimming crab,Portunidae
YBT,Charybdis truncata,Blunt-toothed crab,Portunidae
YBH,Charybdis longicollis,Lesser swimming crab,Portunidae
YFB,Charybdis bimaculata,Two-spot swimming crab,Portunidae
YHW,Charybdis hawaiensis,Hawaiian swimming crab,Portunidae
YVB,Charybdis hellerii,Spiny hands swimming crab,Portunidae
YZB,Charybdis miles,Soldier swimming crab,Portunidae
YBX,Charybdis spp,Charybdis crabs nei,Portunidae
SCD,Portunus pelagicus,Blue swimming crab,Portunidae
OSX,Portunus gibbesii,Iridescent swimming crab,Portunidae
GAZ,Portunus trituberculatus,Gazami crab,Portunidae
OSQ,Portunus hastatus,Lancer swimcrab,Portunidae
RTQ,Portunus spinimanus,Blotched swimming crab,Portunidae
UNG,Portunus sanguinolentus,Threespot swimming crab,Portunidae
OUE,Portunus asper,Rough swimcrab,Portunidae
OUX,Portunus xantusii,Xantus swimcrab,Portunidae
PVQ,Portunus validus,Senegalese smooth swimcrab,Portunidae
QAI,Portunus haanii,,Portunidae
QSO,Portunus segnis,,Portunidae
CRS,Portunus spp,Portunus swimcrabs nei,Portunidae
ODV,Podophthalmus vigil,Periscope crab,Portunidae
TLK,Thalamita crenata,Wide front swimcrab,Portunidae
TAX,Thalamita spinimana,Spiny claw swimming crab,Portunidae
QOX,Thalamita spp,,Portunidae
BNQ,Bathynectes piperitus,Peppermint swimcrab,Portunidae
EHD,Euphylax dovii,Pelagic swimcrab,Portunidae
EYX,Euphylax robustus,Robustus swimcrab,Portunidae
MQL,Macropipus tuberculatus,Knobby swimcrab,Portunidae
UML,Portumnus latipes,Slender swimcrab,Portunidae
KLM,Callinectes amnicola,Bigfisted swimcrab,Portunidae
CRB,Callinectes sapidus,Blue crab,Portunidae
KLG,Callinectes marginatus,Marbled swimcrab,Portunidae
KLP,Callinectes pallidus,Gladiator swimcrab,Portunidae
CRZ,Callinectes danae,Dana swimcrab,Portunidae
CRC,Callinectes toxotes,Giant swimcrab,Portunidae
KLB,Callinectes bocourti,Blunttooth swimcrab,Portunidae
KLE,Callinectes exasperatus,Rugose swimcrab,Portunidae
KLL,Callinectes larvatus,Masked swimcrab,Portunidae
KLC,Callinectes maracaiboensis,Maracaibo swimcrab,Portunidae
KLO,Callinectes ornatus,Shelling crab,Portunidae
