Species,scientific_name,name,family
PPW,Pliotrema warreni,Sixgill sawshark,Pristiophoridae
PWS,Pristiophorus spp,Sawsharks nei,Pristiophoridae
AGN,Squatina squatina,Angelshark,Squatinidae
SUA,Squatina aculeata,Sawback angelshark,Squatinidae
SUF,Squatina africana,African angelshark,Squatinidae
SUG,Squatina argentina,Argentine angelshark,Squatinidae
SUU,Squatina australis,Australian angelshark,Squatinidae
SUC,Squatina californica,Pacific angelshark,Squatinidae
SUD,Squatina dumeril,Sand devil,Squatinidae
SUO,Squatina formosa,Taiwan angleshark,Squatinidae
SUJ,Squatina japonica,Japanese angelshark,Squatinidae
SUL,Squatina nebulosa,Clouded angelshark,Squatinidae
SUT,Squatina oculata,Smoothback angelshark,Squatinidae
SUE,Squatina tergocellata,Ornate angelshark,Squatinidae
SUN,Squatina tergocellatoides,Ocellated angelshark,Squatinidae
SWV,Squatina guggenheim,Angular angel shark,Squatinidae
SZJ,Squatina occulta,Hidden angel shark,Squatinidae
ASK,Squatinidae,"Angelsharks, sand devils nei",Squatinidae
OXY,Oxynotus centrina,Angular roughshark,Oxynotidae
OXN,Oxynotus paradoxus,Sailfin roughshark,Oxynotidae
OXB,Oxynotus bruniensis,Prickly dogfish,Oxynotidae
OXC,Oxynotus caribbaeus,Caribbean roughshark,Oxynotidae
OXZ,Oxynotus japonicus,Japanese roughshark,Oxynotidae
SHB,Echinorhinus brucus,Bramble shark,Echinorhinidae
ECK,Echinorhinus cookei,Prickly shark,Echinorhinidae
SHX,Squaliformes,"Dogfish sharks, etc. nei",
RRA,Aptychotrema bougainvillii,Short-snouted shovelnose ray,Rhinobatidae
RAR,Aptychotrema rostrata,Eastern shovelnose ray,Rhinobatidae
RAV,Aptychotrema vincentiana,Western shovelnose ray,Rhinobatidae
RPS,Platyrhina sinensis,,Rhinobatidae
RPT,Platyrhinoidis triseriata,Thornback guitarfish,Rhinobatidae
RCA,Rhynchobatus australiae,Whitespotted wedgefish,Rhinobatidae
RCD,Rhynchobatus djiddensis,Giant guitarfish,Rhinobatidae
RCL,Rhynchobatus luebberti,African wedgefish,Rhinobatidae
RHD,Rhinobatos annandalei,Annandale's guitarfish,Rhinobatidae
RBA,Rhinobatos annulatus,,Rhinobatidae
RBB,Rhinobatos batillum,,Rhinobatidae
RHH,Rhinobatos blochii,Bluntnose guitarfish,Rhinobatidae
RBE,Rhinobatos brevirostris,Lesser guitarfish,Rhinobatidae
RBC,Rhinobatos cemiculus,Blackchin guitarfish,Rhinobatidae
RHF,Rhinobatos formosensis,,Rhinobatidae
GUD,Rhinobatos percellens,Chola guitarfish,Rhinobatidae
GUF,Rhinobatos planiceps,Pacific guitarfish,Rhinobatidae
RBH,Rhinobatos halavi,Halavi ray,Rhinobatidae
RBO,Rhinobatos holcorhynchus,Slender guitarfish,Rhinobatidae
RBN,Rhinobatos hynnicephalus,,Rhinobatidae
RBI,Rhinobatos irvinei,,Rhinobatidae
GUB,Rhinobatos albomaculatus,Whitespotted guitarfish,Rhinobatidae
RBU,Rhinobatos leucorhynchus,Whitesnout guitarfish,Rhinobatidae
RBS,Rhinobatos leucospilus,Grayspottted guitarfish,Rhinobatidae
RBD,Rhinobatos lionotus,,Rhinobatidae
RBM,Rhinobatos obtusus,,Rhinobatidae
RBL,Rhinobatos glaucostigma,Speckled guitarfish,Rhinobatidae
RHO,Rhinobatos ocellatus,,Rhinobatidae
RBP,Rhinobatos productus,Shovelnose guitarfish,Rhinobatidae
RBF,Rhinobatos punctifer,,Rhinobatidae
RBX,Rhinobatos rhinobatos,Common guitarfish,Rhinobatidae
RBW,Rhinobatos salalah,,Rhinobatidae
RBZ,Rhinobatos schlegelii,Brown guitarfish,Rhinobatidae
RBV,Rhinobatos thouin,Thouin ray,Rhinobatidae
RBQ,Rhinobatos typus,Giant shovelnose ray,Rhinobatidae
RBK,Rhinobatos horkelii,Brazilian guitarfish,Rhinobatidae
RBR,Rhinobatos granulatus,Granulated guitarfish,Rhinobatidae
RBT,Rhinobatos lentiginosus,Atlantic guitarfish,Rhinobatidae
GUZ,Rhinobatos spp,Guitarfishes nei,Rhinobatidae
RZS,Zanobatus schoenleinii,,Rhinobatidae
RZE,Zapteryx exasperata,Banded guitarfish,Rhinobatidae
RRY,Rhina ancylostoma,Bowmouth guitarfish,Rhinobatidae
RTF,Trygonorrhina fasciata,Southern fiddler,Rhinobatidae
RTG,Trygonorrhina guaneria,,Rhinobatidae
RTM,Trygonorrhina melaleuca,Magpie fiddler ray,Rhinobatidae
GTF,Rhinobatidae,"Guitarfishes, etc. nei",Rhinobatidae
RPA,Anoxypristis cuspidata,Pointed sawfish,Pristidae
RPC,Pristis clavata,Dwarf sawfish,Pristidae
RPM,Pristis microdon,Largetooth sawfish,Pristidae
RPP,Pristis pectinata,Smalltooth sawfish,Pristidae
RPR,Pristis pristis,Common sawfish,Pristidae
RPZ,Pristis zijsron,Longcomb sawfish,Pristidae
SAW,Pristidae,Sawfishes,Pristidae
RJB,Raja batis,Blue skate,Rajidae
RJC,Raja clavata,Thornback ray,Rajidae
RJR,Raja radiata,Starry ray,Rajidae
RJM,Raja montagui,Spotted ray,Rajidae
RJH,Raja brachyura,Blonde ray,Rajidae
RJI,Raja circularis,Sandy ray,Rajidae
RJF,Raja fullonica,Shagreen ray,Rajidae
JAK,Raja wallacei,Yellowspotted skate,Rajidae
RJE,Raja microocellata,Small-eyed ray,Rajidae
RJN,Raja naevus,Cuckoo ray,Rajidae
RJO,Raja oxyrinchus,Longnosed skate,Rajidae
RJU,Raja undulata,Undulate ray,Rajidae
RFS,Raja springeri,Roughbelly skate,Rajidae
RFT,Raja stellulata,Starry skate,Rajidae
RFY,Raja stenorhynchus,Prow-nose skate,Rajidae
RFL,Raja straeleni,Spotted skate,Rajidae
RFA,Raja taaf,Whiteleg skate,Rajidae
JAB,Raja teevani,Prickly brown ray,Rajidae
JAE,Raja tengu,,Rajidae
JAF,Raja texana,Roundel skate,Rajidae
JAZ,Raja whitleyi,Wedgenose skate,Rajidae
JAG,Raja velezi,Velez ray,Rajidae
RJA,Raja alba,White skate,Rajidae
JAH,Raja rhina,Longnose skate,Rajidae
JFB,Raja robertsi,Bigmouth skate,Rajidae
RFO,Raja rondeleti,Rondelet's ray,Rajidae
RFX,Raja rouxi,,Rajidae
JFC,Raja schmidti,,Rajidae
RJY,Raja fyllae,Round ray,Rajidae
SRR,Raja georgiana,Antarctic starry skate,Rajidae
JRK,Raja ackleyi,Ocellate skate,Rajidae
JRA,Raja acutispina,,Rajidae
JRF,Raja africana,African ray,Rajidae
JRN,Raja annandalei,,Rajidae
JRS,Raja asterias,Mediterranean starry ray,Rajidae
JRU,Raja australis,Sydney skate,Rajidae
JRB,Raja badia,Broad skate,Rajidae
JRH,Raja bathyphila,Deep-water ray,Rajidae
JRW,Raja bigelowi,Bigelow's ray,Rajidae
JRI,Raja binoculata,Big skate,Rajidae
JRO,Raja boesemani,,Rajidae
JRL,Raja bullisi,Bullis skate,Rajidae
JRM,Raja campbelli,Blackspot skate,Rajidae
JRT,Raja castelnaui,Spotback skate,Rajidae
JRD,Raja caudaspinosa,Munchskin skate,Rajidae
JRV,Raja cerva,White-spotted skate,Rajidae
JRG,Raja cervigoni,Finspot ray,Rajidae
JRR,Raja clarkii,,Rajidae
JRJ,Raja compagnoi,,Rajidae
JRZ,Raja cortezensis,Cortez' ray,Rajidae
JRY,Raja cyclophora,Eyespot skate,Rajidae
JRX,Raja dageti,,Rajidae
JRQ,Raja dissimilis,Ghost skate,Rajidae
JFD,Raja doutrei,Violet skate,Rajidae
JFE,Raja eglanteria,Clearnose skate,Rajidae
JFQ,Raja equatorialis,Ecuatorial ray,Rajidae
RJD,Raja erinacea,Little skate,Rajidae
JFF,Raja fuliginea,,Rajidae
JFG,Raja garmani,Freckled skate,Rajidae
JFI,Raja gigas,,Rajidae
JFU,Raja gudgeri,Greenback skate,Rajidae
JFH,Raja heemstrai,,Rajidae
JFW,Raja herwigi,,Rajidae
JFO,Raja hollandi,,Rajidae
RJG,Raja hyperborea,Arctic skate,Rajidae
JFN,Raja innominata,,Rajidae
JFR,Raja inornata,California ray,Rajidae
RJJ,Raja jenseni,Shorttail skate,Rajidae
JFJ,Raja johannisdavisi,,Rajidae
JFK,Raja kenojei,,Rajidae
RJL,Raja laevis,Barndoor skate,Rajidae
JFA,Raja lanceorostrata,Rattail skate,Rajidae
JFM,Raja lemprieri,Thornback skate,Rajidae
JFS,Raja lentiginosa,,Rajidae
JFV,Raja leopardus,Leopard skate,Rajidae
JFX,Raja leucosticta,,Rajidae
RJK,Raja lintea,Sailray,Rajidae
JRC,Raja macrocauda,,Rajidae
JFY,Raja maderensis,Madeiran ray,Rajidae
JFZ,Raja meerdervoortii,,Rajidae
JAM,Raja melitensis,Maltese ray,Rajidae
JAI,Raja miraletus,Brown ray,Rajidae
JAT,Raja nasuta,Rough skate,Rajidae
JAD,Raja nidarosiensis,Norwegian skate,Rajidae
RJT,Raja ocellata,Winter skate,Rajidae
JAO,Raja olseni,Spreadfin skate,Rajidae
JRP,Raja pita,,Rajidae
JFP,Raja polyommata,Argus skate,Rajidae
JAY,Raja polystigma,Speckled ray,Rajidae
JAW,Raja powelli,,Rajidae
JAU,Raja pulchra,,Rajidae
JAL,Raja pullopunctata,Slime skate,Rajidae
JAV,Raja purpuriventralis,,Rajidae
JAR,Raja radula,Rough ray,Rajidae
RFV,Raja ravidula,Smoothback skate,Rajidae
SKA,Raja spp,Raja rays nei,Rajidae
BEA,Bathyraja eatonii,Eaton's skate,Rajidae
BAM,Bathyraja maccaini,McCain's skate,Rajidae
BMU,Bathyraja murrayi,Murray's skate,Rajidae
BYC,Bathyraja caeluronigricans,,Rajidae
BYD,Bathyraja diplotaenia,,Rajidae
BYY,Bathyraja abyssicola,Deep-sea skate,Rajidae
BYA,Bathyraja aleutica,Aleutian skate,Rajidae
BYV,Bathyraja andriashevi,,Rajidae
BYG,Bathyraja griseocauda,,Rajidae
BYH,Bathyraja hesperafricana,,Rajidae
BYI,Bathyraja interrupta,Sandpaper skate,Rajidae
BYR,Bathyraja irrasa,Kerguelen sandpaper skate,Rajidae
BYT,Bathyraja isotrachys,,Rajidae
BYL,Bathyraja lindbergi,Commander skate,Rajidae
BYM,Bathyraja matsubarai,,Rajidae
BYE,Bathyraja meridionalis,Dark-belly skate,Rajidae
BYN,Bathyraja minispinosa,,Rajidae
BYO,Bathyraja notoroensis,,Rajidae
BYP,Bathyraja pallida,Pale ray,Rajidae
BYF,Bathyraja parmifera,Alaska skate,Rajidae
BYQ,Bathyraja richardsoni,Richardson's ray,Rajidae
BYJ,Bathyraja rosispinis,Flathead skate,Rajidae
BYU,Bathyraja shuntovi,Longnose deep-sea skate,Rajidae
BYK,Bathyraja simoterus,,Rajidae
BYX,Bathyraja smirnovi,,Rajidae
BYZ,Bathyraja smithii,,Rajidae
RJQ,Bathyraja spinicauda,Spinetail ray,Rajidae
BJS,Bathyraja spinosissima,Spiny skate,Rajidae
BJT,Bathyraja trachouros,,Rajidae
BJR,Bathyraja trachura,Roughtail skate,Rajidae
BJZ,Bathyraja tzinovskii,,Rajidae
BJV,Bathyraja violacea,Okhotsk skate,Rajidae
BZB,Bathyraja brachyurops,Broadnose skate,Rajidae
BZM,Bathyraja macloviana,Patagonian skate,Rajidae
BZS,Bathyraja scaphiops,Cuphead skate,Rajidae
BHY,Bathyraja spp,Bathyraja rays nei,Rajidae
RAY,Arhynchobatis asperrimus,Longtail skate,Rajidae
CJA,Cruriraja atlantis,Cuban legskate,Rajidae
CJD,Cruriraja durbanensis,Smoothnose legskate,Rajidae
CJP,Cruriraja parcomaculata,Roughnose legskate,Rajidae
CJY,Cruriraja poeyi,,Rajidae
CJT,Cruriraja triangularis,Triangular legskate,Rajidae
RGA,Gurgesiella atlantica,,Rajidae
RGS,Gurgesiella sibogae,,Rajidae
RIW,Irolita waitii,Southern round skate,Rajidae
RJP,Malacoraja spinacidermis,Soft skate,Rajidae
RJS,Malacoraja senta,Smooth skate,Rajidae
JFT,Malacoraja kreffti,Krefft's ray,Rajidae
RNA,Neoraja africana,,Rajidae
RNS,Neoraja stehmanni,African pygmy skate,Rajidae
RNO,Notoraja ochroderma,,Rajidae
RNU,Notoraja subtilispinosa,,Rajidae
RNT,Notoraja tobitukai,,Rajidae
PJA,Pavoraja alleni,Allens skate,Rajidae
PJS,Pavoraja asperula,Smooth deep-sea skate,Rajidae
PJX,Pavoraja laxipella,,Rajidae
PJN,Pavoraja nitida,Peacock skate,Rajidae
PJF,Pavoraja spinifera,Prickly deep-sea skate,Rajidae
RHK,Rhinoraja kujiensis,Dapple-bellied softnose skate,Rajidae
RHJ,Rhinoraja longicauda,,Rajidae
RHE,Rhinoraja odai,,Rajidae
DPQ,Dipturus innominatus,New Zealand smooth skate,Rajidae
ZRN,Zearaja nasuta,New Zealand rough skate,Rajidae
DPV,Zearaja chilensis,Yellownose skate,Rajidae
RRW,Rioraja agassizi,Rio skate,Rajidae
QMB,Psammobatis bergi,Blotched sand skate,Rajidae
QMT,Psammobatis normani,Shortfin sand skate,Rajidae
XMB,Psammobatis spp,Psammobatis sand skates nei,Rajidae
YBQ,Sympterygia bonapartii,Smallnose fanskate,Rajidae
YAW,Sympterygia acuta,Bignose fanskate,Rajidae
BVA,Breviraja atripinna,,Rajidae
BVC,Breviraja caerulea,Blue ray,Rajidae
BVO,Breviraja colesi,,Rajidae
BVU,Breviraja cubensis,,Rajidae
BVS,Breviraja spinosa,,Rajidae
JRE,Rajella barnardi,Bigthorn skate,Rajidae
RAJ,Rajidae,Rays and skates nei,Rajidae
WST,Dasyatis akajei,Whip stingray,Dasyatidae
RDA,Dasyatis americana,Southern stingray,Dasyatidae
RDN,Dasyatis annotata,Plain maskray,Dasyatidae
RDB,Dasyatis bennetti,Bennett's stingray,Dasyatidae
RDR,Dasyatis brevicaudata,Short-tail stingray,Dasyatidae
RDV,Dasyatis brevis,Whiptail stingray,Dasyatidae
RDC,Dasyatis centroura,Roughtail stingray,Dasyatidae
RDH,Dasyatis chrysonota,,Dasyatidae
RDD,Dasyatis dipterura,Diamond stingray,Dasyatidae
RDF,Dasyatis fluviorum,Estuary stingray,Dasyatidae
RDG,Dasyatis garouaensis,,Dasyatidae
RDJ,Dasyatis geijskesi,Sharpsnout stingray,Dasyatidae
RDI,Dasyatis giganteus,,Dasyatidae
RDU,Dasyatis guttata,Longnose stingray,Dasyatidae
RDK,Dasyatis kuhlii,Blue-spotted stingray,Dasyatidae
PLS,Dasyatis violacea,Pelagic stingray,Dasyatidae
RDO,Dasyatis laosensis,Mekong stingray,Dasyatidae
RDT,Dasyatis latus,,Dasyatidae
RDY,Dasyatis leylandi,Painted maskray,Dasyatidae
RDL,Dasyatis longa,Longtail stingray,Dasyatidae
RDS,Dasyatis margarita,Daisy stingray,Dasyatidae
RDE,Dasyatis margaritella,,Dasyatidae
RDQ,Dasyatis marmorata,,Dasyatidae
JDM,Dasyatis matsubarai,,Dasyatidae
RDP,Dasyatis microps,Smalleye stingray,Dasyatidae
JDP,Dasyatis pastinaca,Common stingray,Dasyatidae
JDR,Dasyatis rudis,,Dasyatidae
JDS,Dasyatis sabina,Atlantic stingray,Dasyatidae
JDY,Dasyatis say,Bluntnose stingray,Dasyatidae
JDT,Dasyatis thetidis,Thorntail stingray,Dasyatidae
JDO,Dasyatis tortonesei,Tortonese's stingray,Dasyatidae
RDW,Dasyatis ukpam,,Dasyatidae
RDX,Dasyatis ushiei,,Dasyatidae
RDZ,Dasyatis zugei,Pale-edged stingray,Dasyatidae
STI,Dasyatis spp,Stingrays nei,Dasyatidae
DYP,Pastinachus sephen,Cowtail stingray,Dasyatidae
RTB,Taeniura grabata,Round stingray,Dasyatidae
RTY,Taeniura lymma,Ribbontail stingray,Dasyatidae
RTE,Taeniura meyeni,Round ribbontail ray,Dasyatidae
RUA,Urogymnus asperrimus,Porcupine ray,Dasyatidae
RUN,Urogymnus natalensis,Butterfly ray,Dasyatidae
DHK,Himantura alcockii,,Dasyatidae
DHB,Himantura bleekeri,Bleeker's whipray,Dasyatidae
DHC,Himantura chaophraya,Freshwater whipray,Dasyatidae
DHD,Himantura draco,Dragon stingray,Dasyatidae
DHF,Himantura fai,Pink whipray,Dasyatidae
DHU,Himantura fluviatilis,,Dasyatidae
DHG,Himantura gerrardi,Sharpnose stingray,Dasyatidae
DHR,Himantura granulata,Mangrove whipray,Dasyatidae
DHM,Himantura imbricata,Scaly whipray,Dasyatidae
DHJ,Himantura jenkinsii,Jenkins whipray,Dasyatidae
DHE,Himantura krempfi,,Dasyatidae
DHN,Himantura marginata,Blackedge whipray,Dasyatidae
DHX,Himantura oxyrhynchus,Marbled whipray,Dasyatidae
DHP,Himantura pacifica,Pacific chupare,Dasyatidae
DHH,Himantura schmardae,Chupare stingray,Dasyatidae
DHS,Himantura signifer,White-rimmed stingray,Dasyatidae
DHT,Himantura toshi,Black-spotted whipray,Dasyatidae
DHV,Himantura uarnak,Honeycomb stingray,Dasyatidae
DHL,Himantura undulata,Leopard whipray,Dasyatidae
DHW,Himantura walga,Dwarf whipray,Dasyatidae
DKL,Himantura leoparda,,Dasyatidae
STT,Dasyatidae,"Stingrays, butterfly rays nei",Dasyatidae
PPT,Potamotrygon constellata,,Potamotrygonidae
PPY,Potamotrygon hystrix,,Potamotrygonidae
PPE,Potamotrygon laticeps,,Potamotrygonidae
PPM,Potamotrygon magdalenae,,Potamotrygonidae
PPR,Potamotrygon motoro,South American freshwater stin,Potamotrygonidae
PPI,Potamotrygon scobina,,Potamotrygonidae
PPP,Potamotrygon yepezi,,Potamotrygonidae
QEX,Potamotrygon spp,Freshwater river stingray nei,Potamotrygonidae
MAF,Aetobatus flagellum,Longheaded eagle ray,Myliobatidae
MAE,Aetobatus narinari,Spotted eagle ray,Myliobatidae
MAO,Aetobatus ocellatus,Ocellated eagle ray,Myliobatidae
AQX,Aetobatus spp,,Myliobatidae
MYL,Myliobatis aquila,Common eagle ray,Myliobatidae
MYR,Myliobatis australis,Australian bull ray,Myliobatidae
MYF,Myliobatis californica,Bat eagle ray,Myliobatidae
MYH,Myliobatis chilensis,,Myliobatidae
MYM,Myliobatis freminvillei,Bullnose eagle ray,Myliobatidae
MYO,Myliobatis goodei,Southern eagle ray,Myliobatidae
MYY,Myliobatis hamlyni,Purple eagle ray,Myliobatidae
MYT,Myliobatis longirostris,Snouted eagle ray,Myliobatidae
MYD,Myliobatis tenuicaudatus,Eagle ray,Myliobatidae
MYJ,Myliobatis tobijei,Japanese eagle ray,Myliobatidae
MWX,Myliobatis spp,,Myliobatidae
MPA,Pteromylaeus asperrimus,Rough eagle ray,Myliobatidae
MPO,Pteromylaeus bovinus,Bull ray,Myliobatidae
MRA,Rhinoptera adspersa,Rough cownose ray,Myliobatidae
MRB,Rhinoptera bonasus,Cownose ray,Myliobatidae
MRR,Rhinoptera brasiliensis,Ticon cownose ray,Myliobatidae
MRJ,Rhinoptera javanica,Flapnose ray,Myliobatidae
MRY,Rhinoptera jayakari,Oman cownose ray,Myliobatidae
MRM,Rhinoptera marginata,Lusitanian cownose ray,Myliobatidae
MRN,Rhinoptera neglecta,Australian cownose ray,Myliobatidae
MRS,Rhinoptera steindachneri,Pacific cownose ray,Myliobatidae
NZX,Rhinoptera spp,,Myliobatidae
RYM,Aetomylaeus maculatus,Mottled eagle ray,Myliobatidae
RYV,Aetomylaeus milvus,,Myliobatidae
RYH,Aetomylaeus niehofii,Banded eagle ray,Myliobatidae
RYE,Aetomylaeus vespertilio,Ornate eagle ray,Myliobatidae
RJX,Aetomylaeus spp,,Myliobatidae
EAG,Myliobatidae,Eagle rays nei,Myliobatidae
RMA,Manta alfredi,,Mobulidae
RMB,Manta birostris,Giant manta,Mobulidae
MNT,Manta spp,Manta rays,Mobulidae
RMC,Mobula coilloti,,Mobulidae
RME,Mobula eregoodootenkee,Longhorned mobula,Mobulidae
RMH,Mobula hypostoma,Lesser devil ray,Mobulidae
RMJ,Mobula japanica,Spinetail mobula,Mobulidae
RMK,Mobula kuhlii,Shortfin devil ray,Mobulidae
RMM,Mobula mobular,Devil fish,Mobulidae
RMU,Mobula munkiana,Munk's devil ray,Mobulidae
RMR,Mobula robertsi,,Mobulidae
RMN,Mobula rochebrunei,Lesser Guinean devil ray,Mobulidae
RMT,Mobula tarapacana,Chilean devil ray,Mobulidae
RMO,Mobula thurstoni,Smoothtail mobula,Mobulidae
RMV,Mobula spp,Mobula nei,Mobulidae
MAN,Mobulidae,"Mantas, devil rays nei",Mobulidae
RGL,Gymnura altavela,Spiny butterfly ray,Gymnuridae
RGU,Gymnura australis,Australian butterfly ray,Gymnuridae
RGC,Gymnura crebripunctata,Longsnout butterfly ray,Gymnuridae
RGJ,Gymnura japonica,Japanese butterflyray,Gymnuridae
RGM,Gymnura marmorata,California butterfly ray,Gymnuridae
RGI,Gymnura micrura,Smooth butterfly ray,Gymnuridae
RGP,Gymnura poecilura,Long-tailed butterfly ray,Gymnuridae
RGT,Gymnura tentaculata,Tentacled butterfly ray,Gymnuridae
RGZ,Gymnura zonura,Zonetail butterfly ray,Gymnuridae
QPI,Gymnura natalensis,,Gymnuridae
RBY,Gymnura spp,Butterfly rays nei,Gymnuridae
HHB,Hexatrygon bickelli,Sixgill stingray,Hexatrygonidae
HHL,Hexatrygon longirostra,,Hexatrygonidae
RTJ,Trygonoptera javanica,,Urolophidae
RTK,Trygonoptera kaiana,,Urolophidae
RTU,Trygonoptera mucosa,Western shovelnose stingaree,Urolophidae
RTO,Trygonoptera ovalis,Striped stingaree,Urolophidae
RTP,Trygonoptera personata,Masked stingaree,Urolophidae
RUR,Urolophus armatus,,Urolophidae
RUU,Urolophus aurantiacus,,Urolophidae
RUC,Urolophus bucculentus,Sandyback stingaree,Urolophidae
RUI,Urolophus circularis,Circular stingaree,Urolophidae
RUO,Urolophus concentricus,Spot-on-spot round ray,Urolophidae
RUT,Urolophus cruciatus,Crossback stingaree,Urolophidae
RUE,Urolophus expansus,Wide stingaree,Urolophidae
RUV,Urolophus flavomosaicus,Patchwork stingaree,Urolophidae
RUG,Urolophus gigas,Spotted stingaree,Urolophidae
RUH,Urolophus halleri,Haller's round ray,Urolophidae
RUJ,Urolophus jamaicensis,Yellow stingray,Urolophidae
RUL,Urolophus lobatus,Lobed stingaree,Urolophidae
RUM,Urolophus maculatus,Spotted round ray,Urolophidae
RUK,Urolophus mitosis,Mitotic stingaree,Urolophidae
RUQ,Urolophus orarius,Coastal stingaree,Urolophidae
RUP,Urolophus paucimaculatus,Sparsely-spotted stingaree,Urolophidae
RUX,Urolophus sufflavus,Yellowback stingaree,Urolophidae
RUY,Urolophus testaceus,Common stingaree,Urolophidae
RUZ,Urolophus viridis,Greenback stingaree,Urolophidae
RUW,Urolophus westraliensis,Brown stingaree,Urolophidae
RVX,Urolophus spp,,Urolophidae
JUA,Urotrygon aspidura,Spiny-tail round ray,Urolophidae
JUC,Urotrygon chilensis,Chilean round ray,Urolophidae
JUM,Urotrygon microphthalmum,,Urolophidae
JUU,Urotrygon munda,Munda round ray,Urolophidae
JUN,Urotrygon nana,Dwarf round ray,Urolophidae
JUR,Urotrygon reticulata,Reticulate round ray,Urolophidae
JUO,Urotrygon rogersi,Rogers' round ray,Urolophidae
JUS,Urotrygon simulatrix,Fake round ray,Urolophidae
RAM,Anacanthobatis americanus,,Anacanthobatidae
RAO,Anacanthobatis borneensis,,Anacanthobatidae
RAU,Anacanthobatis marmoratus,Spotted legskate,Anacanthobatidae
RAN,Anacanthobatis melanosoma,,Anacanthobatidae
RAH,Anacanthobatis ori,Black legskate,Anacanthobatidae
RPD,Plesiobatis daviesi,Deep-water stingray,Plesiobatidae
SRX,Rajiformes,"Rays, stingrays, mantas nei",
TTB,Torpedo bauchotae,Rosette torpedo,Torpedinidae
TTC,Torpedo californica,Pacific electric ray,Torpedinidae
TTF,Torpedo fairchildi,New Zealand torpedo,Torpedinidae
TTU,Torpedo fuscomaculata,Black-spotted torpedo,Torpedinidae
TTN,Torpedo mackayana,Ringed torpedo,Torpedinidae
TTI,Torpedo macneilli,Shorttail torpedo,Torpedinidae
TTR,Torpedo marmorata,Marbled electric ray,Torpedinidae
TTO,Torpedo nobiliana,Electric ray,Torpedinidae
TTT,Torpedo panthera,Panther electric ray,Torpedinidae
TTD,Torpedo peruana,Peruvian torpedo,Torpedinidae
TTJ,Torpedo sinuspersici,Variable torpedo ray,Torpedinidae
TTQ,Torpedo tokionis,Trapezoid torpedo,Torpedinidae
TTV,Torpedo torpedo,Common torpedo,Torpedinidae
TTW,Torpedo tremens,Chilean torpedo,Torpedinidae
TZP,Torpedo puelcha,Argentine torpedo,Torpedinidae
TOE,Torpedo spp,Torpedo rays,Torpedinidae
TTP,Hypnos monopterygium,Australian numbfish,Torpedinidae
TOD,Torpedinidae,Electric rays nei,Torpedinidae
TNB,Benthobatis marcida,Blind torpedo,Narcinidae
TNC,Crassinarke dormitor,,Narcinidae
TND,Diplobatis ommata,Ocellated electric ray,Narcinidae
TNP,Diplobatis picta,,Narcinidae
TNY,Discopyge tschudii,,Narcinidae
TNH,Heteronarce garmani,Natal electric ray,Narcinidae
TNM,Heteronarce mollis,,Narcinidae
TNA,Narcine brasiliensis,Brazilian electric ray,Narcinidae
TNR,Narcine brevilabiata,,Narcinidae
TNU,Narcine brunnea,Brown numbfish,Narcinidae
TNE,Narcine entemedor,Giant electric ray,Narcinidae
